Date,Bitcoin_Price,Gold_Price,Bitcoin_Weekly_Return,Gold_Weekly_Return
2020-05-15,9305.93,163.93,-6.9637729842998874,2.1880064829821855
2020-05-22,9057.57,163.21,-2.6688358928124378,-0.43921185872018986
2020-05-29,9197.54,162.91,1.5453372151692069,-0.18381226640524773
2020-06-05,9794.56,158.01,6.4910834853667332,-3.0077957154256985
2020-06-12,9892.13,162.62,0.99616521824359427,2.917536864755399
2020-06-19,9380.03,164.03,-5.1768426011384649,0.86705202312138407
2020-06-26,9276.58,166.54,-1.1028749375002089,1.5302078888008275
2020-07-03,9087.98,166.98,-2.0330768451304326,0.26420079260238705
2020-07-10,9440.07,169.19,3.8742382795736718,1.3235117978201094
2020-07-17,9131.0,170.12,-3.2740223324615125,0.54967787694308878
2020-07-24,9537.4,178.7,4.4507720950607732,5.0434987067951909
2020-07-31,11114.93,185.43,16.540461761066961,3.7660884163402519
2020-08-07,11750.28,190.81,5.7161853470962143,2.9013643962681357
2020-08-14,11777.43,182.54,0.23105832371654866,-4.3341543944237726
2020-08-21,11734.0,182.03,-0.36875617176242992,-0.2793908184507421
2020-08-28,11302.01,184.39,-3.6815237770581155,1.2964895896280693
2020-09-04,11397.44,181.64,0.84436308231898849,-1.4914040891588431
2020-09-11,10352.66,182.45,-9.1667953505348621,0.44593701827790877
2020-09-18,10948.43,183.2,5.7547528847658569,0.41107152644559442
2020-09-25,10732.43,174.94,-1.9728856100829084,-4.5087336244541421
2020-10-02,10777.92,178.54,0.42385554809116766,2.0578484051674728
2020-10-09,10923.3,181.08,1.3488687984323455,1.4226503864680273
2020-10-16,11431.32,178.3,4.6507923429732756,-1.5352330461674391
2020-10-23,12990.25,178.64,13.637357715469435,0.19068984856980276
2020-10-30,13289.0,176.2,2.2998017744077393,-1.3658755038065351
2020-11-06,15591.39,183.19,17.325532395214083,3.96708286038594
2020-11-13,15708.65,177.16,0.75208175794461152,-3.2916643921611421
2020-11-20,17820.57,175.69,13.444312528447711,-0.8297584104764
2020-11-27,18739.8,167.79,5.1582525138084812,-4.4965564346291842
2020-12-04,19454.54,172.32,3.8140214943596096,2.699803325585548
2020-12-11,18554.15,172.49,-4.6281741948151929,0.098653667595183236
2020-12-18,22847.46,176.44,23.139351573637157,2.2899878253811679
2020-12-25,23253.37,176.35,1.7766088659308288,-0.051008841532529381
2021-01-01,28982.56,178.36,24.638106218582511,1.1397788488800797
2021-01-08,36860.41,173.34,27.181346299291718,-2.8145324063691413
2021-01-15,39158.47,171.13,6.2344938648267734,-1.2749509634244927
2021-01-22,35538.98,173.9,-9.243185446213797,1.6186524864138407
2021-01-29,33403.17,172.61,-6.0097673033947636,-0.74180563542265432
2021-02-05,37676.25,169.81,12.792438561968833,-1.6221539887607994
2021-02-12,48013.38,170.69,27.436727381307847,0.518226252870857
2021-02-19,52118.23,167.01,8.5493876915143439,-2.1559552404944671
2021-02-26,46800.42,161.81,-10.203358786359406,-3.1135860128135961
2021-03-05,50477.7,159.14,7.8573653826183643,-1.6500834311847346
2021-03-12,57764.0,161.49,14.434690962543861,1.4766871936659598
2021-03-19,58913.0,163.24,1.9891281767190572,1.0836584308625996
2021-03-26,51415.92,162.24,-12.72568024035442,-0.6125949522175933
2021-04-02,58735.25,161.98,14.23553249654972,-0.16025641025642079
2021-04-09,58048.59,163.27,-1.1690764915446961,0.79639461661935584
2021-04-16,62969.12,166.35,8.476571093285834,1.8864457646842636
2021-04-23,51731.71,166.4,-17.845906056810069,0.030057108506165164
2021-04-30,54884.1,165.66,6.0937285854266054,-0.44471153846153966
2021-05-07,56428.16,171.59,2.8133102301030721,3.579620910298198
2021-05-14,49007.09,172.69,-13.151359179530232,0.64106299900925645
2021-05-21,40784.32,176.04,-16.77873548500839,1.9398922925473405
2021-05-28,39266.04,178.38,-3.7227051965068925,1.3292433537832382
2021-06-04,39188.59,177.16,-0.1972442344580827,-0.68393317636505913
2021-06-11,37338.36,175.74,-4.7213487395183051,-0.80153533529012666
2021-06-18,38068.04,164.93,1.9542368759634776,-6.1511323546147745
2021-06-25,33674.66,166.59,-11.540862098495207,1.0064876008003321
2021-07-02,33536.88,167.29,-0.40915038191924324,0.42019328891289565
2021-07-09,33839.04,169.21,0.90097826631458933,1.1477075736744613
2021-07-16,31738.59,169.41,-6.20717963630174,0.11819632409431069
2021-07-23,32118.06,168.56,1.195610769098443,-0.50174133758337236
2021-07-30,40005.93,169.82,24.558986439405107,0.747508305647826
2021-08-06,39750.14,164.64,-0.639380211883589,-3.0502885408079217
2021-08-13,44417.78,166.39,11.742449208983906,1.0629251700680298
2021-08-20,44777.86,166.7,0.81066635928226383,0.18630927339382541
2021-08-27,46962.8,170.19,4.879509650528191,2.0935812837432621
2021-09-03,48862.76,171.06,4.0456701900227321,0.51119337211351645
2021-09-10,46368.69,167.18,-5.10423479967157,-2.2682099848006509
2021-09-17,48167.85,163.77,3.8801182435820314,-2.0397176695777008
2021-09-24,44888.96,163.3,-6.8072168469217491,-0.28698784881235895
2021-10-01,41522.38,164.59,-7.4997950498296273,0.78995713410898727
2021-10-08,53801.1,164.23,29.571329967116533,-0.21872531745550372
2021-10-15,57406.69,165.33,6.701703125029046,0.66979236436706113
2021-10-22,62354.86,167.77,8.61950061917871,1.4758362063751251
2021-10-29,58538.49,166.65,-6.1204050494219731,-0.66758061631996268
2021-11-05,61441.83,169.84,4.9597111233993241,1.9141914191419085
2021-11-12,64976.73,174.45,5.7532466074008637,2.7143193593970771
2021-11-19,56921.34,172.61,-12.397345942154992,-1.0547434795070032
2021-11-26,57187.54,166.85,0.46766291868745036,-3.3370024911650642
2021-12-03,56508.48,166.63,-1.1874264918546928,-0.13185495954449733
2021-12-10,50511.12,166.58,-10.613203540424376,-0.030006601452314818
2021-12-17,47658.38,167.8,-5.6477464764194574,0.73238083803577325
2021-12-24,48628.35,168.97,2.0352559193157704,0.69725864123957315
2021-12-31,47132.96,170.96,-3.0751403245226294,1.1777238563058567
2022-01-07,43436.17,167.75,-7.8433223799226681,-1.877632194665424
2022-01-14,42546.44,169.67,-2.0483619987673785,1.1445603576750951
2022-01-21,41707.85,171.09,-1.9709992187360581,0.83691872458302452
2022-01-28,37146.85,167.1,-10.935591261597033,-2.332105909170612
2022-02-04,36912.68,168.86,-0.63038992539070637,1.0532615200478768
2022-02-11,43531.11,173.81,17.9299633621834,2.9314224801610722
2022-02-18,43948.81,177.12,0.95954364591208652,1.9043783441689222
2022-02-25,38344.78,176.55,-12.751266757848501,-0.32181571815718124
2022-03-04,43934.85,183.68,14.578438055975296,4.03851600113283
2022-03-11,39437.89,185.09,-10.235519183518328,0.767639372822293
2022-03-18,41133.08,179.3,4.2983790461406546,-3.1282078988600137
2022-03-25,44004.47,182.38,6.9807318100176374,1.7177914110429349
2022-04-01,47064.16,179.5,6.9531345338325945,-1.5791205176006073
2022-04-08,43464.32,181.47,-7.6487926269161122,1.0974930362116941
2022-04-15,41148.06,184.04,-5.3291067247802415,1.4162120460682104
2022-04-22,40514.01,180.29,-1.5408988904944576,-2.0376005216257376
2022-04-29,39249.28,176.91,-3.1217102429505372,-1.8747573354040648
2022-05-06,36549.9,175.42,-6.8775274348981679,-0.84223616528178447
2022-05-13,28907.15,168.79,-20.910453927370519,-3.7795006270664677
2022-05-20,30289.87,172.03,4.7833148546293724,1.9195449967415179
2022-05-27,29518.59,172.85,-2.5463298455886352,0.476661047491711
2022-06-03,30429.88,172.58,3.0871732017010434,-0.1562048018513007
2022-06-10,30189.25,174.54,-0.79076881013004918,1.13570518020627
2022-06-17,20350.48,171.27,-32.590309464461683,-1.873496046751455
2022-06-24,19953.71,170.09,-1.9496837421033808,-0.68897063116716284
2022-07-01,19865.7,168.32,-0.44107085850199068,-1.0406255511787976
2022-07-08,20545.61,162.3,3.4225323044241973,-3.5765209125475206
2022-07-15,20568.9,159.01,0.11335754937429332,-2.0271102895871973
2022-07-22,23227.22,160.67,12.923977461118486,1.043959499402547
2022-07-29,23856.25,164.1,2.7081587895581016,2.1348104811103497
2022-08-05,22831.85,165.29,-4.2940529211422662,0.72516758074345766
2022-08-12,23953.77,167.87,4.9138374682734964,1.5608929759816093
2022-08-19,23332.09,162.72,-2.5953325927400961,-3.0678501221183097
2022-08-26,21597.93,161.76,-7.4325103323362836,-0.58997050147493457
2022-09-02,20047.68,159.26,-7.1777712030736236,-1.5454995054401621
2022-09-09,19327.53,159.82,-3.5921862280323791,0.35162627150571168
2022-09-16,20219.55,155.84,4.6152819320420146,-2.4903015892879465
2022-09-23,19408.63,153.01,-4.0105739247411449,-1.8159650924024717
2022-09-30,19530.71,154.67,0.628998543431436,1.0848964119992033
2022-10-07,19956.49,157.88,2.1800538741295172,2.0753863063296185
2022-10-14,19156.21,152.98,-4.0101240248159975,-3.1036230048137825
2022-10-21,19046.83,154.15,-0.57098977302920684,0.76480585697478176
2022-10-28,20772.36,153.16,9.0594077859675224,-0.642231592604614
2022-11-04,20208.16,156.47,-2.7161092913852825,2.1611386785061359
2022-11-11,15856.95,164.56,-21.531945511120256,5.1703201891736494
2022-11-18,16682.44,162.79,5.2058561072589438,-1.075595527467188
2022-11-25,16606.77,163.22,-0.4535907217409374,0.26414398918852555
2022-12-02,16971.57,167.26,2.1966944806244726,2.4751868643548613
2022-12-09,16836.05,167.06,-0.798511864252982,-0.11957431543703212
2022-12-16,17357.47,166.79,3.0970447343646734,-0.16161858015084629
2022-12-23,16813.62,167.26,-3.1332331267172164,0.28179147430900109
2022-12-30,16630.49,169.64,-1.0891765128508757,1.4229343537008221
2023-01-06,16850.63,173.71,1.3237132519847483,2.3991983022872088
2023-01-13,18859.32,178.76,11.920563207429025,2.9071440907259216
2023-01-20,20672.78,179.29,9.6157231543873234,0.29648690982322368
2023-01-27,23008.29,179.22,11.297512961488509,-0.039042891404983404
2023-02-03,23722.02,173.46,3.1020558242268237,-3.2139270170739809
2023-02-10,21794.05,173.36,-8.1273432869544919,-0.057650178715551448
2023-02-17,24340.73,171.26,11.68520765988883,-1.2113520996769878
2023-02-24,23946.39,168.35,-1.6200828816555601,-1.6991708513371506
2023-03-03,23641.68,172.49,-1.2724673739966663,2.4591624591624672
2023-03-10,20363.36,173.87,-13.866696444584313,0.80004637950026325
2023-03-17,24376.39,183.77,19.707111203652051,5.69390924253752
2023-03-24,28332.42,183.65,16.228941200891512,-0.065299015073194688
2023-03-31,28355.92,183.22,0.082943850189987067,-0.23414102913150714
2023-04-07,28039.94,186.49,-1.1143352076039115,1.7847396572426621
2023-04-14,29899.24,186.36,6.6308986395834157,-0.069708831572734553
2023-04-21,28243.02,184.25,-5.5393381236446215,-1.1322172139944242
2023-04-28,28429.72,184.8,0.66104828732904686,0.29850746268658135
2023-05-05,28851.84,187.46,1.4847842328380212,1.4393939393939403
2023-05-12,27617.14,186.81,-4.2794497681950316,-0.34674063800277377
2023-05-19,26833.27,183.64,-2.8383460416248729,-1.6969113002516023
2023-05-26,26327.38,180.92,-1.8853087976232419,-1.4811587889348665
2023-06-02,26814.77,181.05,1.8512666281263135,0.0718549635198018
2023-06-09,26352.2,182.04,-1.7250567504401459,0.54681027340512944
2023-06-16,25575.69,181.63,-2.9466609998406335,-0.22522522522522292
2023-06-23,29992.98,178.2,17.271440184018495,-1.8884545504597283
2023-06-30,30449.16,178.27,1.5209559036814646,0.039281705948379653
2023-07-07,30502.55,178.64,0.17534145441122639,0.20755034498232128
2023-07-14,31485.37,181.43,3.222091267779259,1.5618002686968335
2023-07-21,29912.48,182.18,-4.9956217760820376,0.41338257179077686
2023-07-28,29213.94,181.86,-2.3352794552641609,-0.175650455593368
2023-08-04,29152.45,180.19,-0.21048170838988689,-0.91828879357748194
2023-08-11,29433.98,177.6,0.965716432066599,-1.4373716632443578
2023-08-18,28701.48,175.33,-2.4886202953185443,-1.2781531531531387
2023-08-25,26165.4,177.62,-8.8360600219918872,1.3061084811498258
2023-09-01,27301.12,180.11,4.3405413255673375,1.4018691588784993
2023-09-08,26243.47,178.08,-3.8740168901495564,-1.1270890011659596
2023-09-15,26227.98,178.34,-0.059024206783631072,0.14600179694519433
2023-09-22,26569.6,178.62,1.3025021370307588,0.15700347650555724
2023-09-29,26357.65,171.45,-0.797716186920383,-4.0141081625797881
2023-10-06,27416.69,169.7,4.0179606300257964,-1.0207057451151913
2023-10-13,26867.79,178.83,-2.0020651654156563,5.380082498526817
2023-10-20,28723.49,183.59,6.9067831779241917,2.66174579209304
2023-10-27,34493.19,186.15,20.087043740158329,1.3944114603192004
2023-11-03,34934.65,184.79,1.2798468335343927,-0.73059360730594047
2023-11-10,35629.52,179.51,1.9890567101716883,-2.8572974728069744
2023-11-17,36155.5,183.67,1.476247785544138,2.3174196423597637
2023-11-24,37427.42,185.52,3.5179156698150971,1.0072412478902448
2023-12-01,37711.79,192.01,0.75979054928179135,3.4982751185855809
2023-12-08,43745.3,185.64,15.999001903648713,-3.3175355450236976
2023-12-15,43023.24,187.0,-1.6506001787620739,0.73260073260073
2023-12-22,43639.9,190.27,1.4333183646791925,1.7486631016042864
2023-12-29,42609.23,191.17,-2.3617606823113646,0.47301203552845283
2024-01-05,42854.95,189.35,0.5766825638482409,-0.95203222262907339
2024-01-12,46355.63,189.71,8.1686712970147077,0.19012410879324371
2024-01-19,42742.78,187.93,-7.7937674452919765,-0.93827420800168815
2024-01-26,39925.5,187.01,-6.5912418424819315,-0.48954397914118264
2024-02-02,42557.22,188.61,6.5915768118119944,0.85556922089728982
2024-02-09,45312.45,187.6,6.4741775896075771,-0.53549652722549856
2024-02-16,51821.86,186.34,14.365610334466595,-0.67164179104477473
2024-02-23,51303.43,188.62,-1.0004079359559825,1.2235698186111366
2024-03-01,62498.79,192.89,21.821854796063334,2.2638108366026755
2024-03-08,66937.0,201.63,7.1012734806545907,4.531079890092804
2024-03-15,73094.37,199.71,9.1987540523178488,-0.95223925011158617
2024-03-22,65493.16,200.35,-10.399173014282759,0.32046467377697674
2024-03-29,69446.79,205.72,6.0367067339551106,2.6803094584477272
2024-04-05,68526.59,215.14,-1.3250432453393413,4.57903947112579
2024-04-12,70561.73,216.89,2.9698544754671152,0.81342381704936351
2024-04-19,63507.69,221.03,-9.9969771149318376,1.9088016967126364
2024-04-26,64271.73,216.62,1.2030669041812159,-1.9952042709134532
2024-05-03,59120.4,212.96,-8.0149235130282044,-1.6895946819314944
2024-05-10,61182.24,218.71,3.487527147989522,2.7000375657400433
2024-05-17,65231.59,223.66,6.618505631699656,2.2632709981253551
2024-05-24,69133.73,215.92,5.9819789767503684,-3.4606098542430463
2024-05-31,68352.44,215.3,-1.1301140557583023,-0.28714338643941462
2024-06-07,71083.68,211.6,3.9958193153016852,-1.718532280538787
2024-06-14,66757.59,215.73,-6.0859117029394056,1.9517958412098357
2024-06-21,64960.21,214.78,-2.6923979730244851,-0.440365271404064
2024-06-28,61616.04,215.01,-5.1480283084060163,0.10708632088647363
2024-07-05,60145.84,220.93,-2.3860670046306209,2.7533603088228498
2024-07-12,57351.64,223.11,-4.6457078328276724,0.98673788077672242
2024-07-19,64104.91,221.73,11.775199453755825,-0.618528976737942
2024-07-26,65790.91,220.63,2.630063750186995,-0.49609885897262673
2024-08-02,64621.73,225.34,-1.7771148020296446,2.13479581199294
2024-08-09,61698.9,224.56,-4.5229832132318348,-0.34614360521878496
2024-08-16,58727.43,231.99,-4.816082620597772,3.3086925543284629
2024-08-23,60382.01,232.02,2.8173887398103448,0.012931591878961868
2024-08-30,59024.11,231.29,-2.2488486222966064,-0.31462804930609822
2024-09-06,56165.32,230.63,-4.8434275417282846,-0.28535604652167867
2024-09-13,57345.38,238.68,2.1010474079022456,3.4904392316697841
2024-09-20,62938.2,242.21,9.7528693680293053,1.4789676554382458
2024-09-27,63138.8,245.02,0.3187253528064149,1.1601502828124444
2024-10-04,60754.15,245.0,-3.7768376972638129,-0.0081625989715172764
2024-10-11,60574.02,245.47,-0.29649003401414076,0.19183673469387319
2024-10-18,67401.64,251.27,11.271531920780564,2.3628141931804292
2024-10-25,66655.68,253.32,-1.1067386490892561,0.81585545429219142
2024-11-01,70219.02,252.47,5.3458910028372886,-0.33554397599873109
2024-11-08,75642.59,247.96,7.7237905057632394,-1.7863508535667538
2024-11-15,87292.03,236.59,15.400636070235031,-4.5854170027423757
2024-11-22,94354.43,249.84,8.0905438904330662,5.6004057652478956
2024-11-29,95651.51,245.59,1.3746890315589955,-1.7010886967659289
2024-12-06,98768.81,242.95,3.2590180750936337,-1.0749623355999938
2024-12-13,100040.86,244.29,1.2879065769851872,0.551553817657946
2024-12-20,100157.34,242.1,0.116432425710844,-0.89647550042981639
2024-12-27,95685.77,241.4,-4.4645454841352521,-0.28913672036348093
2025-01-03,94409.13,243.49,-1.3342004772496474,0.8657829328914568
2025-01-10,92493.26,248.21,-2.0293270364847182,1.9384779662409146
2025-01-17,100511.85,249.27,8.6693776389760835,0.427057733370928
2025-01-24,103950.37,255.65,3.4210095625540671,2.5594736630962345
2025-01-31,103704.56,258.56,-0.23646861478222592,1.1382749853315
2025-02-07,96564.45,263.9,-6.8850492205935758,2.065284653465338
2025-02-14,97877.16,266.29,1.3594133244687834,0.90564607805989628
2025-02-21,98331.0,270.74,0.46368325358030482,1.6711104435014335
2025-02-28,84115.7,263.27,-14.45658032563485,-2.7591046760729987
2025-03-07,89920.13,268.39,6.9005310542502807,1.9447715273293698
2025-03-14,83703.69,275.24,-6.91329071699518,2.5522560453072218
2025-03-21,84174.28,278.49,0.56220938407851584,1.1807876762098601
2025-03-28,86907.02,284.06,3.2465261360121067,2.000071815864124
2025-04-04,83102.81,279.72,-4.3773333845758433,-1.5278462296697826
2025-04-11,82575.64,297.93,-0.63435881410026651,6.5100815100815
2025-04-18,84915.2,306.12,2.8332326579606271,2.7489678783606974
2025-04-25,93708.71,304.73,10.355637153301188,-0.45407029922905906
2025-05-02,93782.18,297.98,0.078402530565191419,-2.2150756407311345